 2023-Feb-14 00:00,*, , 09 49 15.39, +13 03 22.8,
 2023-Feb-15 00:00,*, , 09 53 07.40, +12 43 03.0,
 2023-Feb-16 00:00,*, , 09 56 56.79, +12 22 43.1,
 2023-Feb-17 00:00,*, , 10 00 43.74, +12 02 23.7,
 2023-Feb-18 00:00,*, , 10 04 28.54, +11 42 04.6,
 2023-Feb-19 00:00,*,m, 10 08 11.60, +11 21 44.7,
 2023-Feb-20 00:00,*,m, 10 11 53.41, +11 01 21.9,
 2023-Feb-21 00:00,*,m, 10 15 34.53, +10 40 53.4,
 2023-Feb-22 00:00,*,m, 10 19 15.49, +10 20 16.3,
 2023-Feb-23 00:00,*,m, 10 22 56.75, +09 59 27.3,
 2023-Feb-24 00:00,*,m, 10 26 38.70, +09 38 23.9,
 2023-Feb-25 00:00,*,m, 10 30 21.59, +09 17 03.8,
 2023-Feb-26 00:00,*,m, 10 34 05.59, +08 55 25.7,
 2023-Feb-27 00:00,*,m, 10 37 50.76, +08 33 28.5,
 2023-Feb-28 00:00,*,m, 10 41 37.08, +08 11 12.0,
 2023-Mar-01 00:00,*,m, 10 45 24.49, +07 48 36.3,
 2023-Mar-02 00:00,*,m, 10 49 12.87, +07 25 42.1,
 2023-Mar-03 00:00,*,m, 10 53 02.09, +07 02 30.1,
 2023-Mar-04 00:00,*,m, 10 56 51.96, +06 39 01.8,
 2023-Mar-05 00:00,*,m, 11 00 42.27, +06 15 18.7,
 2023-Mar-06 00:00,*, , 11 04 32.79, +05 51 22.8,
 2023-Mar-07 00:00,*, , 11 08 23.27, +05 27 16.2,
 2023-Mar-08 00:00,*, , 11 12 13.44, +05 03 01.6,
 2023-Mar-09 00:00,*, , 11 16 03.00, +04 38 41.7,
 2023-Mar-10 00:00,*, , 11 19 51.67, +04 14 19.4,
 2023-Mar-11 00:00,*, , 11 23 39.17, +03 49 57.7,
 2023-Mar-12 00:00,*, , 11 27 25.23, +03 25 39.6,
 2023-Mar-13 00:00,*, , 11 31 09.61, +03 01 28.0,
 2023-Mar-14 00:00,*, , 11 34 52.12, +02 37 25.6,
 2023-Mar-15 00:00,*, , 11 38 32.62, +02 13 34.6,
 2023-Mar-16 00:00,*, , 11 42 11.05, +01 49 56.6,
 2023-Mar-17 00:00,*, , 11 45 47.45, +01 26 32.5,
 2023-Mar-18 00:00,*, , 11 49 21.94, +01 03 22.4,
 2023-Mar-19 00:00,*, , 11 52 54.78, +00 40 25.4,
 2023-Mar-20 00:00,*,m, 11 56 26.31, +00 17 39.5,
 2023-Mar-21 00:00,*,m, 11 59 56.97, -00 04 57.9,
 2023-Mar-22 00:00,*,m, 12 03 27.23, -00 27 30.1,
 2023-Mar-23 00:00,*,m, 12 06 57.56, -00 50 00.6,
 2023-Mar-24 00:00,*,m, 12 10 28.40, -01 12 32.6,
 2023-Mar-25 00:00,*,m, 12 14 00.13, -01 35 09.0,
 2023-Mar-26 00:00,*,m, 12 17 33.03, -01 57 52.0,
 2023-Mar-27 00:00,*,m, 12 21 07.32, -02 20 43.3,
 2023-Mar-28 00:00,*,m, 12 24 43.11, -02 43 43.6,
 2023-Mar-29 00:00,*,m, 12 28 20.49, -03 06 53.3,
 2023-Mar-30 00:00,*,m, 12 31 59.45, -03 30 12.4,
